129.28.121.194 - - [04/Dec/2019:07:05:47 +0000] "GET /muhstik.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:47 +0000] "GET /text.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:51 +0000] "GET /wp-config.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:51 +0000] "GET /muhstik.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:51 +0000] "GET /muhstik2.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:52 +0000] "GET /muhstiks.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:52 +0000] "GET /muhstik-dpr.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:54 +0000] "GET /lol.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:54 +0000] "GET /uploader.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:55 +0000] "GET /cmd.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
